,name,rating,reviews,companytype,numemployee
1543,Magus Customer Dialog,3.7,411,BPO , 51-200 Employees 
1544,Franklin Templeton Investments,4.3,411,Financial Services , 1k-5k Employees 
1545,HLL Lifecare,3.7,411,Healthcare , 1k-5k Employees 
1546,le méridien,4.1,411,Hospitality , 5k-10k Employees 
1547,Levi Strauss & Co.,4.5,411,Retail , 201-500 Employees 
1548,Medtronic,4.0,410,Medical Equipment , 1k-5k Employees 
1549,CTS Consulting & Technical Support,3.8,410,IT Services & Consulting , 201-500 Employees 
1550,Lear Corporation,4.0,410,Auto Components , 1k-5k Employees 
1551,Kidzee,4.2,409,EdTech , 1k-5k Employees 
1552,GAO Tek,4.5,409,Electrical Equipment , 201-500 Employees 
1553,nThrive Global Solutions,3.9,409,IT Services & Consulting , 501-1k Employees 
1554,Shriram Finance,3.9,409,NBFC , 51-200 Employees 
1555,Okaya Power,3.8,408,Power , 1k-5k Employees 
1556,JK Tech,3.7,408,IT Services & Consulting , 501-1k Employees 
1557,Keventer,3.9,408,FMCG , 501-1k Employees 
1558,UnitedLex,3.3,408,Legal , 1k-5k Employees 
1559,Patel Engineering,4.0,408,Engineering & Construction , 1k-5k Employees 
1560,Jai Balaji Group,3.6,408,Iron & Steel , 10k-50k Employees 
1561,Livpure,4.1,408,Consumer Electronics & Appliances , 1k-5k Employees 
1562,NBTC GROUP,3.7,408,Oil & Gas , 501-1k Employees 
1563,Asb International,4.1,408,Industrial Machinery , 1k-5k Employees 
1564,Essjay Ericsson,4.0,407,Industrial Machinery , 1k-5k Employees 
1565,Central Public Works Department,4.2,407,Government , 10k-50k Employees 
1566,OpenText Technologies,3.9,407,Software Product , 1k-5k Employees 
1567,Zetwerk Manufacturing Businesses,3.9,407,Iron & Steel , 1k-5k Employees 
1568,Offshore Infrastructures,4.2,406,Engineering & Construction , 501-1k Employees 
1569,Genus Power Infrastructures,3.9,406,Consumer Electronics & Appliances , 1k-5k Employees 
1570,Vestige,4.3,405,Fitness & Wellness , 501-1k Employees 
1571,Cairn Energy,4.1,405,Oil & Gas , 1k-5k Employees 
1572,Qualitest,3.6,405,IT Services & Consulting , 1k-5k Employees 
1573,Fedbank Financial Services,4.2,404,NBFC , 1k-5k Employees 
1574,Cargill Business Services,4.0,404,BPO , 1k-5k Employees 
1575,Ind-Swift Laboratories,3.7,404,Pharma , 1k-5k Employees 
1576,Allied Digital Services,3.4,404,IT Services & Consulting , 1k-5k Employees 
1577,Bharat Serums and Vaccines,3.8,403,Pharma , 1k-5k Employees 
1578,Zee Entertainment Enterprises,3.8,403,Media & Entertainment , 1k-5k Employees 
1579,Lohia Group,3.7,403,Industrial Machinery , 1k-5k Employees 
1580,Clarivate,3.9,402,Analytics & KPO , 1k-5k Employees 
1581,Emami Agrotech,3.8,402,Food Processing , 1k-5k Employees 
1582,Stock Holding Corporation of India,3.7,402,Financial Services , 201-500 Employees 
1583,Army Public School,4.2,402,Education & Training , 5k-10k Employees (Global) 
1584,Family Health Plan,3.9,402,Insurance , 1k-5k Employees 
1585,Nomura Holdings,3.9,402,Investment Banking / Venture Capital / Private Equity , 1k-5k Employees 
1586,Sintex-bapl,3.7,402,Petrochemicals , 501-1k Employees 
1587,Eicher Motors,4.3,402,Automobile , 10k-50k Employees 
1588,Victora Group,3.9,401,Automobile , 201-500 Employees 
1589,The Times of India,3.9,401,Printing & Publishing , 1k-5k Employees 
1590,Nucleus Software Exports,3.8,401,Software Product , 1k-5k Employees 
1591,Varun Motors,4.0,400,Automobile , 5k-10k Employees 
1592,BharatMatrimony.com,3.8,399,Internet , 1k-5k Employees (Global) 
1593,Wockhardt Hospital,4.2,399,Healthcare , 1k-5k Employees 
1594,Nvidia,4.1,399,IT Services & Consulting , 1k-5k Employees 
1595,MOURI Tech,3.9,398,IT Services & Consulting , 1k-5k Employees 
1596,Ramboll,4.3,398,Engineering & Construction , 1k-5k Employees 
1597,Rackspace,3.9,398,IT Services & Consulting , 1k-5k Employees 
1598,Fidelity International,4.3,398,Financial Services , 1k-5k Employees 
1599,Paras Dairy,3.6,398,FMCG , 501-1k Employees 
1600,Colt Technology Services,4.3,398,Telecom , 1k-5k Employees 
1601,Metso Outotec,4.3,398,Metals & Mining , 1k-5k Employees 
1602,PrimEra Medical Technologies,3.5,397,IT Services & Consulting , 1k-5k Employees 
1603,HRH Next Services,3.3,397,BPO , 51-200 Employees 
1604,CompuCom,4.0,397,IT Services & Consulting , 1k-5k Employees 
1605,GlobalData,3.8,397,Analytics & KPO , 1k-5k Employees 
1606,Khazana Jewellery,3.9,397,Jewellery , 501-1k Employees 
1607,Almarai,4.3,397,Food Processing , 1k-5k Employees 
1608,Nephroplus,4.0,397,Healthcare , 501-1k Employees 
1609,BDO India LLP,3.7,397,Accounting & Auditing , 1k-5k Employees 
1610,Luxoft,4.1,397,IT Services & Consulting , 1k-5k Employees 
1611,Wipro Digital,3.6,396,IT Services & Consulting , 1k-5k Employees 
1612,Macawber Beekay,4.1,396,Industrial Machinery , 1k-5k Employees 
1613,Oriental Structural Engineers,4.3,396,Engineering & Construction , 1k-5k Employees 
1614,Spoton Logistics,4.5,396,Logistics , 1k-5k Employees 
1615,Schoolnet India,3.8,396,EdTech , 51-200 Employees 
1616,Hitachi Vantara,4.0,396,IT Services & Consulting , 1k-5k Employees 
1617,Adarsh Credit Co-Operative Society,4.1,396,Investment Banking / Venture Capital / Private Equity , 1k-5k Employees 
1618,Saudi Binladin Group,4.4,395,Engineering & Construction , 201-500 Employees 
1619,Centaur Pharmaceuticals,3.7,395,Healthcare , 1k-5k Employees 
1620,Rane NSK Steering Systems,4.1,395,201-500 Employees , Bawal +15 more
1621,EaseMyTrip.com,4.1,395,Internet , 201-500 Employees 
1622,NecLife,3.7,394,Pharma , 1k-5k Employees 
1623,Utility Powertech,3.9,394,Power , 201-500 Employees 
1624,Blackberrys,4.0,394,Fashion & Textile , 10k-50k Employees 
1625,Fiem Industries,3.7,393,Auto Components , 501-1k Employees 
1626,McKinsey & Company,4.0,393,Management Consulting , 1k-5k Employees 
1627,Tata Electronics,3.8,393,Semiconductors , 11-50 Employees 
1628,Riya Travel,3.8,392,Travel & Tourism , 1k-5k Employees 
1629,Vastu Housing Finance,4.3,391,Financial Services , 1k-5k Employees 
1630,CIEL HR,4.0,391,Recruitment , 501-1k Employees 
1631,eMids Technologies,3.7,391,IT Services & Consulting , 1k-5k Employees 
1632,HBL Global,4.1,390,NBFC , 11-50 Employees 
1633,Transport Corporation Of India,3.9,390,Logistics , 1k-5k Employees 
1634,Veritas,4.2,390,Financial Services , 1k-5k Employees 
1635,Cpf India,4.1,390,Food Processing , 501-1k Employees 
1636,Royaloak Incorporation,4.1,390,Retail , 1k-5k Employees 
1637,Bridgestone,4.2,389,Auto Components , 1k-5k Employees 
1638,Karvy Data Management,3.1,389,Hyderabad/Secunderabad +38 more,
1639,Forever Living Products,4.3,388,Beauty & Personal Care , 11-50 Employees 
1640,Metriqe Solutions,4.3,388,IT Services & Consulting , 201-500 Employees 
1641,Finastra,4.0,388,IT Services & Consulting , 1k-5k Employees 
1642,DealShare,3.3,388,Internet , 1k-5k Employees 
1643,Sona Comstar,4.2,388,Auto Components , 1k-5k Employees 
1644,Salcomp Manufacturing,4.2,387,Electronics Manufacturing , 1k-5k Employees 
1645,Ferrero,4.0,387,Food Processing , 501-1k Employees 
1646,Infor Global Solution,4.1,387,Software Product , 1k-5k Employees 
1647,B.L. Kashyap & Sons,3.8,387,Engineering & Construction , 1k-5k Employees 
1648,Testbook.com,3.6,386,EdTech , 501-1k Employees 
1649,Becton Dickinson,4.1,386,Medical Equipment , 1k-5k Employees 
1650,Nelito System,3.5,386,IT Services & Consulting , 501-1k Employees 
1651,PTC,4.2,386,Software Product , 1k-5k Employees 
1652,M3M India,4.2,386,Real Estate , 201-500 Employees 
1653,Agrostar,4.0,386,Internet , 1k-5k Employees 
1654,Cuemath,3.9,386,EdTech , 1k-5k Employees 
1655,Sri Chaitanya Techno Schools,4.0,386,Education & Training , 10k-50k Employees 
1656,Amtek Auto,3.8,386,Auto Components , 1k-5k Employees 
1657,L & W Constructions,3.6,386,Engineering & Construction , 501-1k Employees 
1658,Vasudha Pharma Chem,3.9,386,Pharma , 1k-5k Employees 
1659,Marlabs,3.5,385,IT Services & Consulting , 1k-5k Employees 
1660,Maxgen Technologies,4.7,385,IT Services & Consulting , 201-500 Employees 
1661,Larsen & Toubro Group,4.1,385,Engineering & Construction , 1 Lakh+ Employees 
1662,Hitachi Energy,4.0,385,Electrical Equipment , 1k-5k Employees 
1663,LIC Housing Finance,4.0,385,NBFC , 1k-5k Employees 
1664,Bahwan Engineering,4.1,384,Engineering & Construction , 201-500 Employees 
1665,Moser Baer,3.9,384,Consumer Electronics & Appliances , 1k-5k Employees 
1666,Vikram Solar,3.8,384,Power , 1k-5k Employees 
1667,Ge T & D India,4.3,384,Electrical Equipment , 201-500 Employees 
1668,Pyramid IT Consulting,3.4,384,IT Services & Consulting , 51-200 Employees 
1669,Psp Projects,3.8,384,Engineering & Construction , 1k-5k Employees 
1670,Rockwell Automation,4.0,383,Industrial Automation , 1k-5k Employees 
1671,Maini Precision Products,3.5,383,Auto Components , 1k-5k Employees 
1672,BSCPL Infrastructure,3.9,383,Engineering & Construction , 1k-5k Employees 
1673,Nihilent,3.7,383,IT Services & Consulting , 1k-5k Employees 
1674,Amar Ujala,3.9,383,Printing & Publishing , 1k-5k Employees 
1675,Kissht Finance,4.0,383,FinTech , 51-200 Employees 
1676,The Akshaya Patra Foundation,4.0,382,Non-Profit , 201-500 Employees 
1677,Hetero Healthcare,3.5,382,Pharma , 1k-5k Employees 
1678,Gandhi Automations,4.1,382,Industrial Machinery , 501-1k Employees 
1679,Canon,4.2,382,Consumer Electronics & Appliances , 1k-5k Employees 
1680,NJ India Invest,3.9,382,Financial Services , 1k-5k Employees 
1681,TCS eServe,3.8,381,BPO , 10k-50k Employees 
1682,Suma Soft,3.8,381,IT Services & Consulting , 1k-5k Employees 
1683,Talentpro,4.0,380,Recruitment , 501-1k Employees 
1684,Nagarjuna Fertilizers and Chemicals,4.1,380,Agro Chemicals , 1k-5k Employees 
1685,Karvy DigiKonnect,3.2,380,Financial Services , 10k-50k Employees 
1686,Ness Technologies,3.6,380,IT Services & Consulting , 1k-5k Employees 
1687,EdgeVerve Systems,3.6,379,Software Product , 1k-5k Employees 
1688,Al Turki Enterprises,3.6,379,Oil & Gas , 501-1k Employees 
1689,Ess Kay Fincorp,4.1,379,NBFC , 5k-10k Employees 
1690,Sayaji Hotels,4.4,379,Hospitality , 1k-5k Employees 
1691,Cadbury,4.5,378,Food Processing , 1k-5k Employees 
1692,Amber Enterprises India,4.0,378,Consumer Electronics & Appliances , 1k-5k Employees 
1693,Maharashtra State Electricity Distribution Company,4.2,378,Power , 50k-1 Lakh Employees 
1694,Bristlecone,3.8,378,IT Services & Consulting , 1k-5k Employees 
1695,H & R Johnson,4.1,377,Building Material , 1k-5k Employees 
1696,LG Soft India,3.6,377,IT Services & Consulting , 1k-5k Employees 
1697,Westin,3.8,377,Hospitality , 5k-10k Employees 
1698,Vijai Electricals,3.5,377,Power , 5k-10k Employees 
1699,Prama Hikvision India,3.5,377,Electronics Manufacturing , 201-500 Employees 
1700,Quislex Legal Services,4.1,376,Legal , 501-1k Employees 
1701,FCC Clutch,4.2,376,Auto Components , 201-500 Employees 
1702,Airports Authority of India,4.3,376,Aviation , 10k-50k Employees 
1703,Acadecraft,3.1,376,EdTech , 201-500 Employees 
1704,RuralShores,4.1,376,BPO , 1k-5k Employees 
1705,Practo,3.3,376,Internet , 5k-10k Employees 
1706,J K Fenner,3.7,375,Engineering & Construction , 201-500 Employees 
1707,Lenovo,4.1,375,Consumer Electronics & Appliances , 1k-5k Employees 
1708,Bayer,4.1,375,Pharma , 1k-5k Employees 
1709,Suraksha Diagnostic,3.9,375,Healthcare , 1k-5k Employees 
1710,Scientific Publishing Services,3.8,375,Analytics & KPO , 1k-5k Employees 
1711,Jayaswal Neco Industries,4.1,374,Iron & Steel , 1k-5k Employees 
1712,Licious,3.8,374,Internet , 1k-5k Employees 
1713,Bharat Gears,4.0,374,Auto Components , 1k-5k Employees 
1714,PepsiCo (India) Holdings,4.3,374,Food Processing , 5k-10k Employees 
1715,TELUS International Philippines,3.9,374,IT Services & Consulting , 1k-5k Employees 
1716,Celebi Aviation Holding,4.0,374,Mumbai +11 more,
1717,Apple,4.3,373,Consumer Electronics & Appliances , 10k-50k Employees 
1718,Praj Industries,4.1,373,Engineering & Construction , 501-1k Employees 
1719,Pennar Industries,3.7,372,Building Material , 1k-5k Employees 
1720,Manjushree Technopack,3.9,372,Packaging , 1k-5k Employees 
1721,Kajaria Ceramics,4.1,372,Building Material , 1k-5k Employees 
1722,RR kabel,4.0,371,Electrical Equipment , 501-1k Employees 
1723,IRB Infrastructure,4.2,371,Engineering & Construction , 5k-10k Employees 
1724,Kirloskar Pneumatic,4.1,371,Industrial Machinery , 1k-5k Employees 
1725,Mitsubishi Electric,4.2,371,Electronics Manufacturing , 501-1k Employees 
1726,Cogoport,3.7,371,Internet , 51-200 Employees 
1727,Pamac Finserve,3.6,371,Financial Services , 501-1k Employees 
1728,Wipro PARI,3.6,371,1k-5k Employees , Satara +14 more
1729,VRL Logistics,3.9,370,Logistics , 10k-50k Employees 
1730,Dodla Dairy,4.2,370,FMCG , 1k-5k Employees 
1731,Henry Harvin Education,4.3,370,EdTech , 51-200 Employees 
1732,Blue Yonder,4.2,370,IT Services & Consulting , 1k-5k Employees 
1733,InternEzy,5.0,370,EdTech , 51-200 Employees 
1734,NTT,3.9,369,IT Services & Consulting , 10k-50k Employees 
1735,Innova Solutions,3.6,369,IT Services & Consulting , 501-1k Employees 
1736,Vaaman Engineers,3.9,369,Engineering & Construction , 1k-5k Employees 
1737,Toyota Industries Engine India,4.2,369,Industrial Machinery , 501-1k Employees 
1738,DHL Global Forwarding,4.1,368,Logistics , 1k-5k Employees 
1739,Baroda Global Shared Services,3.9,368,Banking , 10k-50k Employees 
1740,Godrej Industries,4.1,368,FMCG , 1k-5k Employees 
1741,Anlitiks,4.8,368,Hyderabad/Secunderabad,
1742,Craftsman Automation,3.9,367,Industrial Machinery , 1k-5k Employees 
1743,Bajaj Capital Insurance,3.7,367,Insurance , 1k-5k Employees 
1744,Heidelberg Cement,4.1,366,Building Material , 1k-5k Employees 
1745,Aurigo,4.9,366,IT Services & Consulting , 201-500 Employees 
1746,Cox & Kings,3.8,366,Travel & Tourism , 1k-5k Employees 
1747,Arthur J. Gallagher & Co,3.8,366,Insurance , 1k-5k Employees 
1748,Sanghi Industries,3.6,366,Building Material , 201-500 Employees 
1749,Usha Martin,4.0,366,Iron & Steel , 1k-5k Employees 
1750,Pace Setters Business Solutions,3.2,366,BPO , 201-500 Employees 
1751,Varthana,4.3,366,Financial Services , 501-1k Employees 
1752,QuEST Global Engineering,3.6,365,Engineering & Construction , 5k-10k Employees 
1753,Leighton Contractors,4.4,365,Engineering & Construction , 501-1k Employees 
1754,Herbalife International,4.2,365,Healthcare , 1k-5k Employees 
1755,Satya MicroCapital,3.8,365,Financial Services , 1k-5k Employees 
1756,NetConnectGlobal,3.5,364,IT Services & Consulting , 1k-5k Employees 
1757,Xerox,4.1,364,IT Services & Consulting , Forbes Global 2000 
1758,Corteva Agriscience,4.3,364,Agriculture , 1k-5k Employees 
1759,SMC Global Securities,3.4,363,1k-5k Employees , Public 
1760,Vedang Cellular Services,4.1,363,Telecom , 501-1k Employees 
1761,Delta Electronics,3.9,362,Electronics Manufacturing , 501-1k Employees 
1762,Sudarshan Chemical Industries,3.7,362,Chemicals , 501-1k Employees 
1763,Tecnimont,3.7,361,Engineering & Construction , 1k-5k Employees 
1764,Reliance Infrastructure,3.9,361,Power , 5k-10k Employees 
1765,Prince Pipes & Fittings,4.1,361,Building Material , 1k-5k Employees 
1766,Kantar IMRB,3.7,361,Analytics & KPO , 1k-5k Employees 
1767,Apex Group,3.5,361,Financial Services , 501-1k Employees 
1768,Jiva Ayurvedic Pharmacy,3.8,361,Healthcare , 1k-5k Employees 
1769,Chaayos,3.4,361,Hospitality , 1k-5k Employees 
1770,Coats,3.9,361,1k-5k Employees , 49 years old 
1771,BLK Super Speciality Hospital,4.0,360,Healthcare , 501-1k Employees 
1772,Castrol,4.2,360,Chemicals / Agri Inputs , 501-1k Employees 
1773,Tiger Analytics,3.5,360,IT Services & Consulting , 1k-5k Employees 
1774,Freshworks,3.8,360,Software Product , 1k-5k Employees 
1775,Encora,3.8,360,IT Services & Consulting , 1k-5k Employees 
1776,Autoliv,4.0,359,Auto Components , 1k-5k Employees 
1777,Roop Polymers,4.0,359,Auto Components , 1k-5k Employees 
1778,Advantmed,3.7,359,Software Product , 501-1k Employees 
1779,Fino Paytech,4.0,359,FinTech , 51-200 Employees 
1780,Dr. Reddy's Foundation,4.0,359,Non-Profit , 501-1k Employees 
1781,CtrlS,3.6,358,IT Services & Consulting , 501-1k Employees 
1782,Indecomm Global Services,3.5,358,IT Services & Consulting , 1k-5k Employees 
1783,Xavient Digital - Powered by TELUS International,3.9,358,IT Services & Consulting , 501-1k Employees 
1784,SIS Prosegur Holdings,3.7,357,Law Enforcement & Security , 10k-50k Employees 
1785,N.C.L. Industries,3.8,357,Building Material , 501-1k Employees 
1786,VDart,4.5,357,IT Services & Consulting , 201-500 Employees 
1787,Maersk Line,4.4,357,Logistics , 201-500 Employees 
1788,Hamilton Housewares,4.0,357,Consumer Electronics & Appliances , 1k-5k Employees 
1789,Country Holidays Travel India,4.4,357,Travel & Tourism , 201-500 Employees 
1790,BMC Software,4.3,356,Software Product , 1k-5k Employees 
1791,Black Knight,3.5,356,IT Services & Consulting , 501-1k Employees 
1792,Pearson Education India,4.1,356,Education & Training , 201-500 Employees 
1793,Glaze Trading India,4.0,356,Retail , 5k-10k Employees 
1794,MAHLE Behr India,4.1,356,Auto Components , 1k-5k Employees 
1795,TriGeo Technologies,3.0,356,IT Services & Consulting , 11-50 Employees 
1796,Venky's,3.7,356,FMCG , 5k-10k Employees 
1797,Lite Bite Foods,4.4,356,Food Processing , 1k-5k Employees 
1798,Texmo Industries,3.8,355,Industrial Machinery , 501-1k Employees 
1799,Monte Carlo,4.1,355,Fashion & Textile , 201-500 Employees 
1800,Indium Software,3.8,355,IT Services & Consulting , 1k-5k Employees 
1801,Satyam Auto Components,3.9,354,Auto Components , 1k-5k Employees 
1802,Peel-works,4.4,354,Software Product , 51-200 Employees 
1803,Moglix,3.5,354,Internet , 501-1k Employees 
1804,Marelli,3.8,354,Auto Components , 51-200 Employees 
1805,Novotel Hotels,4.2,354,Hospitality , 1k-5k Employees 
1806,Ienergizer BPO Services,3.7,354,BPO , 5k-10k Employees 
1807,HP India Sales,4.2,353,Consumer Electronics & Appliances , 1k-5k Employees 
1808,Continental,4.2,353,Auto Components , 5k-10k Employees 
1809,Data Entry,3.9,353,BPO , 51-200 Employees 
1810,Syneos Health,4.0,353,Clinical Research , 1k-5k Employees 
1811,Collegedunia,3.1,352,EdTech , 1k-5k Employees 
1812,AT&T,4.2,352,Telecom , 10k-50k Employees 
1813,Baker Hughes,4.2,352,Oil & Gas , 1k-5k Employees 
1814,Hindusthan National Glass,3.7,352,Packaging , 501-1k Employees 
1815,Shriram Housing Finance,3.7,351,Financial Services , 501-1k Employees 
1816,Trigent Software,3.8,351,IT Services & Consulting , 501-1k Employees 
1817,ASG Eye Hospital,4.0,351,Healthcare , 501-1k Employees 
1818,Sterling Holiday Resort,4.0,351,Hospitality , 1k-5k Employees 
1819,Metro Group of Hospitals,3.5,351,Healthcare , 10k-50k Employees (Global) 
1820,Boeing,4.0,351,Aviation , 1k-5k Employees 
1821,Vizag Steel,4.0,350,Iron & Steel , 10k-50k Employees 
1822,Fena,4.1,350,Chemicals , 201-500 Employees 
1823,Axtria,3.4,349,Software Product , 1k-5k Employees 
1824,RAK Ceramics,4.0,348,Building Material , 501-1k Employees 
1825,VirtusaPolaris,3.7,348,IT Services & Consulting , 1k-5k Employees 
1826,Sasken,3.6,348,IT Services & Consulting , 1k-5k Employees 
1827,Carlsberg,4.1,347,Beverage , 1k-5k Employees 
1828,ALTEN,3.7,347,IT Services & Consulting , 1k-5k Employees 
1829,Otsuka Pharmaceutical,4.1,347,Pharma , 201-500 Employees 
1830,Nexdigm,3.2,347,Management Consulting , 501-1k Employees 
1831,Micron Electricals,3.9,346,Engineering & Construction , 1k-5k Employees 
1832,British Council,3.8,346,Education & Training , 1k-5k Employees 
1833,QUICK HEAL TECHNOLOGIES,3.7,346,Software Product , 1k-5k Employees 
1834,Foray Software,3.8,346,IT Services & Consulting , 501-1k Employees 
1835,Veritas Finance,4.2,346,Internet , 1k-5k Employees 
1836,Hpl Electric & Power,3.4,346,Electrical Equipment , 1k-5k Employees 
1837,Capco Technologies,3.6,346,IT Services & Consulting , 1k-5k Employees 
1838,Deloitte Digital,4.0,346,IT Services & Consulting , 10k-50k Employees 
